GeneSymbol	APOD	CCDC92	CYS1	GSDME	ST8SIA5	STARD3NL	TMEM245	TSPYL5	VAT1
Sample235	5.224562222	7.687570124	3.02136387	6.799572605	4.056100304	9.136833662	8.683515247	5.434063978	8.301549448
Sample236	5.133936712	7.367303222	3.694962439	6.002387057	3.972062937	10.02486741	9.259673042	4.61990015	8.175093211
Sample237	6.036875065	7.291300156	3.952818823	5.491688748	3.749988679	9.968781703	8.751056658	7.390324526	8.156499937
Sample238	7.537569433	6.931346865	3.55180298	9.245426856	3.832835177	10.23697896	8.645264749	6.079155899	9.145490774
Sample239	9.85413169	8.772315753	7.408657238	8.856328523	3.944743732	10.12516587	10.93994551	8.785432198	9.211313329
Sample240	8.682983856	8.397316175	4.131946133	9.07103306	4.168167278	10.03009569	8.662415062	6.534651419	8.775372484
Sample241	5.175457366	7.646571376	6.545620662	6.459860172	4.063691634	8.961993288	8.937718766	5.227796293	8.272107082
Sample242	7.103426226	7.738287823	4.045537266	8.145623876	4.051144637	10.01932836	8.803379707	7.184279169	8.696470813
Sample243	8.952252411	7.972093505	6.570675717	7.628788599	4.018529166	9.943857813	9.847644509	8.061110375	8.60388778
Sample244	5.483999457	7.218411634	3.885328283	8.784268853	4.032908319	10.35795698	8.887135167	4.932290289	7.876442737
Sample245	4.844974391	6.186948941	4.021965249	8.865940909	4.161829237	9.547741053	9.009785459	5.258214223	9.280780017
Sample246	4.571590146	7.100118099	3.659168554	7.497490138	3.931910318	10.06210201	8.224296516	5.677842566	9.292336181
Sample247	4.537797359	7.615336863	4.218226593	6.233631604	4.444587463	8.780916319	8.990678388	7.585544904	8.334433536
Sample248	7.792865364	8.132578318	3.078352056	11.21825075	4.090180855	11.07725141	8.555319655	10.54057234	9.805324583
Sample249	5.606083611	7.576350461	3.827242354	7.565241786	3.984452491	10.00062677	8.270100508	8.495811036	8.030638777
Sample250	5.085689433	7.147653396	3.773926181	6.485376129	4.30463615	9.579024079	8.295997559	5.660252247	7.389765417
Sample251	6.46925809	6.47454322	3.847910419	7.459998596	4.291706377	9.912035255	8.761500882	9.454792332	7.883848197
Sample252	6.135624522	7.853809387	4.026812307	9.022819635	3.979502661	10.08299402	8.99002075	7.181694727	8.08299604
Sample253	6.023561426	7.704862341	5.802458253	6.934241402	3.832330336	9.657306735	9.03398235	7.405814745	7.973924501
Sample254	6.590269722	7.833144576	3.864943598	7.167904417	4.030352419	9.843704791	8.8712865	7.049361401	8.444853596
Sample255	9.996533763	7.994761702	4.745454862	7.562499175	4.248687807	10.10878797	9.533662937	7.755640509	8.465182854
Sample256	7.859697952	6.825909273	3.532423203	6.678044719	4.481846849	9.811374744	8.336361801	5.42796946	8.720623843
Sample257	4.933982291	7.354081522	3.776023831	6.977681226	4.152693438	9.787339619	8.652421714	6.694290482	7.978098421
Sample258	5.548350644	7.884332537	4.511017177	7.406345664	4.353769129	8.61608719	9.738358088	5.644095291	9.068935473
Sample259	7.851620531	8.357152232	4.502028975	7.872344838	4.152605583	9.623020485	9.076897967	9.496086221	8.83466591
Sample260	5.044299309	8.433067722	3.488950525	9.562598154	4.151190529	9.748792445	8.532464785	7.797643661	8.039565656
Sample261	5.588953895	7.354771423	3.78575071	7.471894558	4.417594308	9.901983414	8.530076368	5.871150168	8.187545938
Sample262	9.192260426	8.536941611	5.710767119	8.347739135	3.803411541	9.520232591	10.88364476	8.357923875	9.261018445
Sample263	10.28990727	8.716466791	7.825905844	8.69303529	4.265259044	9.922194744	11.27926572	8.888004123	9.028281776
Sample264	5.340104351	7.416352828	3.502568214	7.218760729	4.392559305	10.26597866	8.594053074	5.676706964	8.799815759
Sample265	5.468715521	6.871814471	4.044274404	8.115146148	4.082482174	9.698195031	8.231516123	6.187430802	8.493854494
Sample266	4.995412136	8.372328115	3.411250671	7.11626677	4.546679176	9.726841798	8.356567771	6.205569071	8.641463726
Sample267	8.437301941	7.62427618	4.806346618	6.903611235	4.02756567	9.997126048	8.812691593	7.961816231	8.043973145
Sample268	9.885240452	8.23101495	5.122349447	8.079455871	4.628172316	9.679089114	10.43033148	8.675048266	8.778082589
Sample269	10.32789272	7.49552335	3.820387466	7.512121704	3.992230898	9.30846293	8.764632143	5.877755561	8.411911663
Sample270	8.700824387	7.749547486	4.663776097	7.918084817	4.503078458	10.39635878	8.998044881	6.898119916	9.534345802
Sample271	4.891807747	7.980498956	3.47171109	8.819853082	3.894767948	10.28473605	8.573122661	6.448724437	8.12563329
Sample272	5.389960663	7.791786142	3.713143237	9.117732077	4.191462641	10.44860427	8.582758553	7.700575196	8.284555466
Sample273	5.340562506	7.071151401	3.811877828	8.072630675	3.871466839	9.898247498	8.870752892	9.577266367	7.944489813
Sample274	7.284200462	7.425984019	4.0031563	7.236431958	3.910140606	10.31495269	8.316398322	6.324879355	8.083561321
Sample275	5.702797072	6.87327678	4.168634177	9.510289119	4.482304117	10.30288842	8.786430292	9.472264305	9.338300901
Sample276	5.987866185	7.557354947	3.332405697	7.45747839	4.348209927	10.41124897	9.530931299	6.444340531	8.008263735
Sample277	8.215933899	7.888829779	4.23140748	7.937234641	3.817107434	10.13689959	8.667533523	6.759429624	8.530346195
Sample278	4.678665565	6.518405844	4.650263534	9.526212159	4.393244177	10.29420217	9.077786298	5.889607068	7.699060492
Sample279	6.1569445	7.601879212	4.256784214	7.828343852	3.865176703	9.588954276	9.263904518	7.238257395	8.553056788
Sample280	6.33124585	7.762661645	4.184307137	8.883561918	4.31536157	9.725873814	9.048763449	6.090444693	8.373958432
Sample281	5.730324506	7.567456203	5.139000269	8.123478173	4.141457338	9.862912993	8.486423739	6.59165568	8.631822907
Sample282	6.011359823	7.485589324	8.436925102	7.696243496	4.066393047	9.957894009	9.328610439	7.246841854	8.685281814
Sample283	5.941318941	7.69800351	4.170336188	7.975315318	4.217358765	10.13258562	8.952540856	8.797405286	8.466974252
Sample284	5.894929585	7.284973073	4.192430011	6.745285573	3.883680695	9.827634825	8.82172098	6.15927808	7.880277112
Sample285	9.138413772	7.556899426	6.120828452	8.106269948	3.759400136	9.564226502	9.855642893	7.306783402	8.656171564
Sample286	5.386836652	7.887295959	3.62562512	6.899909854	4.186857269	9.890941989	9.355458092	6.161749413	8.511413506
Sample287	5.35462065	7.096315106	3.246621813	6.104316133	4.223938789	10.44413829	8.594791997	5.402169494	8.673087652
Sample288	6.44812105	7.974200357	4.490329996	9.50988491	3.854236627	10.39333848	9.143498216	9.316814753	9.168619081
Sample289	9.124042394	8.322198099	3.154841238	9.874114359	4.0612061	10.54235128	8.470759437	5.425033944	10.03483706
Sample290	9.584356657	8.97800529	8.485501773	8.586644335	4.099699711	10.05929175	11.2550404	8.973270178	8.829483789
Sample291	5.961804055	8.465552088	4.280256232	8.264305384	4.028236654	9.794035712	8.652566368	6.771638134	9.086119612
Sample292	10.33263256	8.171647267	4.391062744	7.710327962	4.020166442	9.999671053	9.122300624	7.649793253	8.443978839
Sample293	5.002401915	6.596866928	3.834160604	9.339029992	4.003808528	10.06261309	8.63933565	9.680026723	8.892024336
Sample294	4.453104564	6.871031484	3.7628994	5.579439754	4.345051684	9.784785474	8.90486654	4.820542989	8.104965213
Sample295	9.810182878	8.530973525	7.949649055	8.357041868	4.003081438	10.00265779	10.89202795	9.034447104	9.105660439
Sample296	5.980218021	8.162563971	3.723735474	5.861346085	3.909706844	10.41301535	8.643344301	4.890460797	9.424232441
Sample297	5.000793096	7.513525729	4.233291052	5.855734198	4.132970003	8.426527694	9.257489619	4.793159063	7.984682185
Sample298	6.34005849	8.162729287	3.565976172	6.167816673	3.911886252	10.2491584	8.846410657	8.971124069	8.418335775
Sample299	8.88113915	8.009622258	4.354076192	7.215160558	4.027119176	9.293470681	8.249126315	6.060770611	8.266073975
Sample300	8.097454301	7.906851748	4.590370313	7.20739328	3.862196059	9.747510876	9.12697512	6.898220638	8.517869368
